method_id,family,sample_id,task_family,wind_kind,wind_direction,safe,catastrophic,success,position_rmse_m,position_p90_m,position_p95_m,velocity_rmse_m_s,orientation_rmse_rad,endpoint_position_error_m,endpoint_velocity_error_m_s,acquisition_time_s,physical_effort,thrust_saturation_rate,torque_saturation_rate,wrench_rate_rms,runtime_mean_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,deadline_miss_rate,execution_authority,semantic_fingerprint
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_000,setpoint,calm,aligned,True,False,False,3.157332589195268,6.547641366580763,7.059274617373846,2.6845151602096666,0.3195668782715781,2.2021334562608867,8.096137269547544,2.86,17636.076134375857,0.0,0.0,91.07169443659585,0.09163056818181818,0.13900499999999996,0.16678100000000026,0.3574,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,eb63ab2ba6666f084b87236745052898eefe1ddb46c7768f4ddb45e3cdc963f8
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_001,smooth_trajectory,calm,aligned,True,False,True,0.05089938038823345,0.07209050545312432,0.07277990046444657,0.024577040315110658,0.00495569095347824,0.03885054807729588,0.03852362956781198,0.0,16870.510895835563,0.0,0.0,0.3186274570177775,0.09038795454545454,0.13354499999999977,0.16588300000000003,0.47269999999999995,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,3dc8727c81932274b8d8a8835a5e2a95c0907f59410d0895974f9320da2465e6
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_002,setpoint,moderate,aligned,False,True,False,2.6162375549773724,4.348023559001875,4.907656626370411,2.4010306951377833,1.745013400199633,3.7033122076200393,0.02889782097473292,,14022.319981547455,0.11166666666666666,0.12166666666666667,114.64374063438274,0.0973628409090909,0.1426,0.17718300000000003,11.2579,0.0003787878787878788,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,50738138e1e3a07e5758e55066f10dbc62204e3a7ff50d1b1d60fa1efd55b256
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_003,smooth_trajectory,moderate,aligned,True,False,True,0.1173848800577954,0.1881756322860345,0.19142037501774,0.03766766996060677,0.008663356675317426,0.15584432888618074,0.013362038062940009,0.0,16871.105139743162,0.0,0.0,1.0658361148104603,0.091365,0.13671499999999992,0.17153200000000013,0.31079999999999997,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,00e6577b0d776a487291ee800d6324ee96ff9882654f17f6b1a9289a6ba3c709
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_004,setpoint,strong_sustained,aligned,False,True,False,5.66359863368001,12.133996031025951,15.013752862466971,3.1748119517303985,0.41492754657012193,16.744280901759716,2.2898053050470963,,17453.794810407922,0.0,0.0,70.52507232011695,0.09323867424242424,0.14202499999999985,0.17904200000000028,0.354,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,074ae4c13925783c3f9018fb55cb85ed85957d9e8b61d12442b5fa0c5b6f7a28
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_005,smooth_trajectory,strong_sustained,aligned,True,False,False,0.44191793330193757,0.7615262957301615,0.7843749857411488,0.29312097463090775,0.04468632208105876,0.7274689885293113,0.21070006924004883,0.0,16897.709395569003,0.0,0.0,12.705778361161457,0.09157371212121211,0.12381999999999933,0.15858300000000003,0.32749999999999996,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,f3b2b0516acb54a26e8651c5cf6d40a430cbc4cb47d2c19a180225486afbe1e7
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_006,setpoint,strong_transient,aligned,False,True,False,3.9501260236579014,6.009018061850296,9.580118328620944,3.4358578796304178,0.44988573233383616,12.006811099951863,3.7327624842216025,,17768.41107547879,0.0,0.0,114.57531928087523,0.09187321969696968,0.14240499999999998,0.1676490000000001,0.38589999999999997,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,ba1b5663ca9a3ff4d2ba937f3a451139c57b15dcbb3be501d25089a8f79bd87a
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_007,smooth_trajectory,strong_transient,aligned,True,False,True,0.08151245659694671,0.15076918511991563,0.185204523181838,0.07348543954849754,0.011128723307579596,0.037705714204326835,0.03485526197583522,0.0,16870.96590889605,0.0,0.0,3.9927034289107155,0.09041863636363635,0.13471499999999992,0.15846100000000002,0.6239,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,0d443b0b0ab1a0727f02054c63bdf430338afc1c23d1e6352eadf4966328b727
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_008,setpoint,stochastic,aligned,False,True,False,3.542228621630938,5.8971615859610464,7.214988089129675,3.000460205536457,0.42031263888360837,8.706937651957963,1.7381040471598295,,17716.222135972574,0.0,0.0,134.55472682815287,0.10446568181818182,0.14690499999999998,0.17978300000000003,0.7925,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,6ab0fde1e2e4678dc1ade130fd32cf6c8929210350f60c1f34c18b6b2f3f69a2
task_lqr_009+LegacyTaskLevelAdapter,incumbent,native_development_009,smooth_trajectory,stochastic,aligned,True,False,True,0.04996261115288637,0.0910095904947411,0.09910492483004917,0.026267694350997076,0.005178207820504642,0.019400892182472367,0.0009183310409572353,1.1102230246251565e-16,16870.324361374976,0.0,0.0,2.1015675606895456,0.10804594696969695,0.1507,0.18202200000000002,0.43119999999999997,0.0,NATIVE_STACK_BENCHMARK_V1_1_AUTHORITATIVE,39b7acab078376914ac5ae3456d966192a62679e2c3ebeac73cb02a15996e544
